incidnet_id ,status,service,title,improvement_possible,recognition_type,incident_grade,propagation_grade,occurred_at,ended_at,root_cause_L1,root_cause_L2,action_summary,cause_type_L1,cause_type_L2,cause_type_L3
INM24021929039,종료,정보료한도관리,rcmIF02 장비에서 Kafka To Rcm  결제 프로세스 다운 이벤트 발생,,,,4등급,2019-02-24 03:50:00,2019-02-24 04:07:00,Infra원인,Infra H/W결함,"O [정보료한도관리 콘텐츠페이 앱,웹 접속불가 ] 인시던트 조치내역 :

03:50	URL : ktconpay.com/ktplay 접속 불가 확인(W-MON)                                           /  발생 시간
03:50	rcmIF02 장비에서 Kafka To Rcm 결제 프로세스 다운 이벤트 발생(LOOKS)	
03:52	ICMP Ping 체크 불가 이벤트 추가 발생(LOOKS)	
03:54	컨퍼런스 콜 개설	
03:56	이상징후 발생공지 SMS 발송(TML31948)	
03:57	서비스 점검 요청(IT통합관제팀)	
03:57	DB02서버 재기동 된것으로 보이며, DB02 정상 접속 확인(SDSCSA)	
03:58	DB02→DB01서버로 자동 절체 실패 확인(플랫폼인프라팀)	
04:00	서비스 점검 결과 WEB(URL : ktconpay.com/ktplay), APP(콘텐츠페이) 접속 불가 확인(결제플랫폼팀)	
04:02	정보료한도관리 WEB(URL : ktconpay.com/ktplay), APP(콘텐츠페이) 접속 불가 확인되어 장애전환 결정(플랫폼품질혁신팀)	
04:03~06	DB02 →DB01서버로 수동 절체 시도하였으나 프로세스 기동에서 실패(플랫폼인프라팀)	
04:07	DB02서버 DB정상 기동 완료(플랫폼인프라팀)                                                                 /  해소 시간
04:10	장애 등급 : 4등급, 상황반장 : 안철진(플랫폼컨설팅팀), 복구반장 : 김영진(플랫폼인프라팀)	
04:11	서비스 점검 결과 정상 확인(결제플랫폼팀)	
04:23	[완료]장애 발생/종료 공지 SMS 발송	
04:39	DB02서버 Memory Fault 확인되어 DB01서버로 DB절체 요청                                          /  후속 조치
04:41	DB01서버로 DB 정상 절체 완료	
04:44	서비스(로그인, 미리납부, 이벤트 응모등) 점검결과 특이사항 없음	",Infra,서버,Memory
INM24021929044,종료,네트워크설비운영관제,분당 (mbd-online-3A-07R02-L4-2) 장비에서 Node down 발생,,,,이상징후,2019-02-24 21:04:00,2019-02-24 21:04:00,Infra원인,Infra S/W결함,"[02/19]
21:04 분당 (mbd-online-3A-07R02-L4-2) 장비에서 Node down 발생
21:06 IT 통합관제 확인요청
21:08 이상징후 발생 공지 발송
21:12 장비 확인 시 관리망 포트 down 으로 확인
21:16 서비스 담당자 서비스 점검
21:20 서비스 담당자 서비스 영향없음 확인
21:22 이상징후 해소 공지 발송
21:40 장비 재부팅 진행
21:45 장비 재부팅 완료
21:50 서비스 점검 특이사항 없음 확인",Infra,네트워크,기타
INM24022029045,종료,OSS-OM,OSS-OM-개통관리 서버(pcuiap06) CPU 과부하 및 인스턴스(cuiSvr65) 지연 현상 발생,,,,이상징후,2020-02-24 10:09:00,2020-02-24 10:09:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
02/20 10:09 pcuiap06 CPU 이상징후 발생
02/20 10:09 cuiSvr65 인스턴스 CPU 과점유 현상 확인
02/20 10:09 cuiSvr65 중지 완료 및 인프라 점검 정상 확인
02/20 10:09 이상징후 발생/해소 공지",Infra,미들웨어,WAS
INM24022029047,종료,GMMSC,GMMSC dr-GMMSONM03/08 서버에서 CPU 과부하 이벤트 발생,,,,이상징후,2020-02-24 10:11:00,2020-02-24 10:32:00,환경원인,사용량 과부하,"O GMMSC서비스 통계 DB서버(dr-GMMSONM03/GMMSONM08)에서 CPU 과부하 이벤트 발생 조치내역:
 - 09:40 관제 스크립트 변경
 - 10:11 dr-GMMSONM03/GMMSONM08 장비 CPU 과부하 이벤트 발생 (인지시간)
 - 10:22 이상징후 발생 공지
 - 10:25 관제 스크립트 원복
 - 10:30 DB 관련 Session 종료 조치
 - 10:32 dr-GMMSONM03/GMMSONM08 장비 CPU 과부하 이벤트 해소
 - 10:37 AO 서비스 점검 결과 특이사항 없음 확인
 - 10:38 이상징후 해소 공지",Infra,미들웨어,DB서버
INM24022029048,종료,GMMSC,GMMSC dr-GMMSC27 외 다수 서버에서 SMSF 연결 실패 이벤트 발생,,,,이상징후,2020-02-24 12:32:00,2020-02-24 12:43:00,Infra원인,Infra H/W결함,"12:43:00 조치부서(KT NW부문 서부HLR지능망운용부) SMSF L4 스위치 Active -> Standby 로 절체
12:43:00 서비스 점검 결과 정상 확인",Infra,네트워크,Switch
INM24022029050,종료,네트워크설비운영관제,"분당,목동 - 여주물류 연동 주회선/백업회선 2회선 다운 발생",,,,이상징후,2020-02-24 14:42:00,2020-02-24 14:57:00,환경원인,외부귀책,"[02/20]
14:42 분당,목동 - 여주물류 연동 주회선/백업회선 2회선 다운 발생
14:44 IT 통합관제 확인요청
14:46 이상징후 발생 공지 발송
14:50 기관측 담당자 확인요청 , 전송실 확인요청
14:54 서비스 담당자 서비스 확인요청
14:58 배치서비스로 재처리 가능 , 서비스 영향 없음 확인
15:04 한국전력공사 측 정전 영향으로 확인
15:08 이상징후 해소 공지 발송",Infra,네트워크,기타
INM24022029051,종료,글로벌커넥티드카,글로벌커넥티드카 서버(L3-GTMGW01)에서 JSMT_N 7200 Session Down : 0 이벤트 발생,,,,이상징후,2020-02-24 23:03:00,2020-02-24 23:03:00,환경원인,외부귀책,O 외부사(J사) 세션 끊겼다가 재접속하였으며 TMGW 정상 상태 확인,AP 운영,운용,환경
INM24022129053,종료,GMMSC,GMMSC 서버(GMMSC18)외 다수 서버에서 SMSF 연결 실패 이벤트 발생,,,,이상징후,2021-02-24 01:50:00,2021-02-24 01:50:00,Infra원인,Infra H/W결함,"01:50:00 조치부서(KT NW부문 서부HLR지능망운용부) SMSF L4 스위치 Active -> Standby 로 절체
01:50:00 서비스 점검 결과 정상 확인",Infra,네트워크,Switch
INM24022129057,종료,전사통합IT자산관리,ITAM 페이지에서 로그인 불가 현상,개선가능,AO부서,,4등급,2021-02-24 08:57:00,2021-02-24 09:17:00,인적원인,업무 완결성 부족,"O 08:57 : 일일 점검자 ITAM로그인 불가 현상 확인 및 KTalk 업무 확인창 개설
O 09:00 : 서버 점검 중 특정 프로세스의 다수 PORT점유 현상 확인하여 OS재기동 요청(DWP개발팀)
O 09:02 : 이상징후 발생 공지 발송(TML31955)
O 09:07 : OS재기동 완료(경영인프라팀)
O 09:16 : MW기동 완료(경영인프라팀)
O 09:16 : 서비스 점검 결과 이상 없는 것으로 확인(DWP개발팀)
O 09:17 : 로그인 불가 현상으로 장애 전환 결정(ICT컨설팅팀)
O 09:17 : [완료]장애 발생/종료 공지 발송",AP 개발,테스트,AP 코딩
INM24022129058,종료,글로벌커넥티드카,글로벌커넥티드카 서버(L3-GTMGW01BTMS01)에서 BTMS01 10311 Session Down : 0 이벤트 발생,,,,이상징후,2021-02-24 09:59:00,2021-02-24 09:59:00,환경원인,외부귀책,O 고객사(B사) 세션 끊겼다가 재접속하였으며 TMGW 정상 상태 확인,AP 운영,운용,환경
INM24022129059,종료,정보료한도관리,서버(rcmONM01) Full gc 이벤트 발생,,,,이상징후,2021-02-24 10:34:00,2021-02-24 10:37:00,환경원인,사용량 과부하,o 장애 예방차원으로 ONM WAS 재기동,AP 운영,운용,환경
INM24022129060,종료,KT원격오피스,KT원격오피스 시스템 서버중 특정 서버 1대 접속 불가 현상,개선가능,AO부서,,이상징후,2021-02-24 10:26:00,2021-02-24 10:26:00,Infra원인,Infra H/W결함,"ㅇ 10:26  - 서버 다운 현상 확인 및 이상징후 상황창 개설
                - W/A 적용 (해당 서버에 영향 받는 복무관련 서비스 Off)
ㅇ 10:35  - 이상징후 공지 초안 작성
ㅇ 10:40  - 해당 서버 IO 미위탁 확인
ㅇ 10:53  - 이상징후 발생/해소 공지 발송
ㅇ 11:04  - 후속조치 (서버 재기동) 진행
ㅇ 11:32  - DB 구동 정상 확인
ㅇ 11:34  - 서비스 정상 확인
ㅇ 11:53  - W/A 설정 원복",Infra,서버,기타
INM24022129062,종료,IT인프라_Shared,탄방 INT존 백본 스위치 1호기 - INT 방화벽 1호기 간 연동 포트 순단 발생,,,,이상징후,2021-02-24 14:37:00,2021-02-24 14:37:00,Infra원인,Infra S/W결함,"2024년 02월 21일(수)
14:35 대전 INT 백본 1호기 - INT 방화벽 1호기 간 인터페이스 다운 발생
14:37 인터페이스 다운 발생 및 복구 확인 (네트워크인프라팀)
14:43 ktalk 상황창 개설 (IT통합관제팀)
14:44 수용서비스 확인 및 서비스 점검
14:45 이상징후 발생 공지 발송

[이상징후 발생 공지]
1. 서비스명 : SDSC-공통네트워크(대전IDC)
- 발생시간 : 02/21 14:37
2. 영향도 : 영향도 확인중
3. 현상 : 탄방 INT1존 백본 스위치 - 방화벽간 연동 포트 순단 발생
4. 공지사항 : 탄방 INT1존 백본 스위치 - 방화벽간 연동 포트 순단 발생하여 운영부서 확인중 입니다.
5. 문의처 : IT통합관제센터(02-3679-9995)
[KT IT통합관제센터]

15:09 수용 서비스 점검 완료 (SMSVAS,기업형SMS 등31종)
15:20 이상징후 해소 공지 발송
[이상징후 해소 공지]
1. 서비스명 : SDSC-공통네트워크(대전IDC)(복합 31종)
- 발생시간 : 02/21 14:37
- 해소시간 : 02/21 14:37
2 영향도 : 일시적 순단, 수용된서비스 31종 이벤트 발생 2종(기업형RCS/NewSILK)
3. 현상 : 탄방 INT존 백본 스위치 1호기 - INT 방화벽 1호기 간 연동 포트 순단 발생
4. 공지사항 : 운영부서(ktds 네트워크인프라팀,인증플랫폼팀 등 각 운영팀) 확인 결과 정상화 되었으며 수용 서비스 점검 특이사항 없습니다
5. 문의처 : IT통합관제센터(02-3679-9995)
[KT IT통합관제센터]

15:40 상황창 종료",Infra,네트워크,Switch
INM24022129064,종료,KOS-CRM(B2C),AB 캠페인 서버 (p-abcam-pk1-kfkcli02) 에서 Swap 사용률 이벤트 발생,,,,이상징후,2021-02-24 16:09:00,2021-02-24 16:14:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
- 02/21 16:09  이상징후 발생
- 02/21 16:10 이상징후 AP 담당자 인지
- 02/21 16:12 이상징후 원인 파악 완료
- 02/21 16:13 이상징후 조치 시작
- 02/21 16:14 이상징후 조치 완료
- 02/21 16:14 이상징후 해소

O 조치 후 서비스 정상화 등 결과 포함
- 이상 징후 발생시에도 서비스 정상 수행 중으로 조치 후에도 서비스 정상 수행 유지",AP 운영,운용,운용 오류
INM24022129067,종료,KOS-Rater,K-Rater운영지원 서버(rtkrap02) 에서 OutOfMemory_kbat23 이벤트 발생,,,,이상징후,2021-02-24 21:07:00,2021-02-24 21:07:00,환경원인,자연해소,"O 현상 원인 : K-Rater운영지원 서버(rtkrap02) kbat23 이상징후 수집 프로세스 out of memory 발생
O 근본 원인 : K-Rater운영지원 서버(rtkrap02) kbat23 이상징후 수집 프로세스 out of memory 발생
                      순간부하로 확인되고, Active 서버인 rtkrap01 의  kbat13 프로세스 정상 기동중이었으므로 서비스영향도 없음",AP 운영,운용,환경
INM24022229071,종료,디지털자산투자서비스,디지털자산투자서비스 (DAIS-WEB02)서버에서 ICMP Ping 체크  불가 이벤트 발생,,,,이상징후,2022-02-24 02:15:00,2022-02-24 02:15:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성 
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",Infra 운영,운용,운용 오류
INM24022229073,종료,대외AI교육플랫폼,eks-ct01-prod-aidu-01 에서 EKS 노드 실패 이벤트 발생,,,,이상징후,2022-02-24 06:50:00,2022-02-24 06:50:00,Infra원인,Infra S/W결함,"O 현상 원인 : eks-ct01-prod-aidu-01 에서 EKS 노드 실패 이벤트 발생하였으나 다중화로 서비스 영향도 없음
O 근본 원인 :eks-ct01-prod-aidu-01 에서 EKS 노드 실패 이벤트 발생하였으나 다중화로 서비스 영향도 없음",Infra,서버,기타
INM24022229075,종료,MIH망통합관리,MIH망통합관리 서버(JNIPMS) DB에러( JNipms_ODBC 에러 감지) 이벤트 발생,,,,이상징후,2022-02-24 11:13:00,2022-02-24 11:18:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
11:12 JNIPMS OBDC 에러 감지 이벤트 발생
11:14 JNIPMS MYSQL 중지 및 관리자 웹페이지 OBDC 에러 확인(성문식D, 박세훈S)
11:15 상황창 개설(IT통합관제팀)
11:17 이상징후 상황 전파(성문식D, 박세훈S)
11:18 JNIPMS 서버 MYSQL 프로세스 기동 및 서비스 점검 요청(IT통합관제팀)
11:19 JNIPMS 서버 MYSQL 프로세스 기동 및 서비스 점검 진행(성문식D, 박세훈S)
11:21 이상징후 발생 및 해소 공지 공유(IT통합관제팀)
11:24 이상징후 발생/해소공지 SMS 발송",Infra,서버 S/W,기타
INM24022329079,종료,네트워크설비운영관제,분당(BD-3F-08R02-EXT-RT-ASR1013-2)장비에서 SYSLOG 이벤트 발생,,,,이상징후,2023-02-24 04:40:00,2023-02-24 04:40:00,환경원인,외부귀책,"[02/23]
04:41 목동/분당 - 알앤비소프트 간 주/백업 전용회선 다운 발생
04:44 IT통합관제 확인요청
04:46 이상징후 발생 공지
04:48 기관측 담당자 연락시도
04:52 과천망관제센터 확인 요청
05:08 기관측 담당자 연락 확인 기관측 작업없음 확인
05:12 전송확인 결과 기관측 mspp 장비 로스 발생중 확인
05:30 기관측 담당자 미사용회선이므로 출근 이후 문제 확인 진행 한다 공유
05:37 이상징후 해소 공지",Infra,네트워크,기타
INM24022329080,종료,대외연동인프라,대외연동인프라 서버(begiap01)에서 OSB01_01 인스턴스 간헐적 연동 지연 발생,,,,이상징후,2023-02-24 08:29:00,2023-02-24 08:34:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성 
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",Infra 운영,운용,환경
INM24022329081,종료,MIH망통합관리,MIH망통합관리 서버(JNIPMS) DB에러(JNipms_ODBC 에러 감지) 이벤트 발생,,,,이상징후,2023-02-24 10:10:00,2023-02-24 10:15:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
10:10 JNIPMS OBDC 에러 감지 이벤트 발생
10:11 JNIPMS MYSQL 중지 및 관리자 웹페이지 접속 불가 확인(성문식D, 박세훈S)
10:11 상황창 개설(IT통합관제팀)
10:12 이상징후 상황 전파(성문식D, 박세훈S)
10:13 JNIPMS 서버 MYSQL 프로세스 기동 및 서비스 점검 요청(IT통합관제팀)
10:14 JNIPMS 서버 MYSQL 프로세스 기동 및 서비스 점검 진행(성문식D, 박세훈S)
10:15 이상징후 발생 및 해소 공지 공유(IT통합관제팀)
10:18 이상징후 발생/해소공지 SMS 발송",Infra,서버 S/W,기타
INM24022329082,종료,고객센터상담관리,KOS 거증확정 팩스 문서 K-NOTE 조회불가 현상,개선불가,VOC접수,,이상징후,2023-02-24 10:22:00,2023-02-24 10:46:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 :
10:22 KOS 거증확정 팩스 문서 K-NOTE 조회불가
10:30 [이상징후 발생 공지]
10:42 AP배포 반영본 원복
10:46 원복 완료 및 AP점검 결과 서비스 정상 확인
10:59 [이상징후 해소 공지]",AP 운영,운용,환경
INM24022329084,종료,MIH망통합관리,MIH망통합관리 서버(JNIPMS) DB에러(JNipms_ODBC 에러 감지) 이벤트 발생,,,,이상징후,2023-02-24 15:50:00,2023-02-24 15:59:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
15:50 JNIPMS OBDC 에러 감지 이벤트 발생
15:51 JNIPMS MYSQL 중지 및 관리자 웹페이지 접속 불가 확인(성문식D, 박세훈S)
15:52 상황창 개설(IT통합관제팀)
15:53 이상징후 상황 전파(성문식D, 박세훈S)
15:54 JNIPMS2 서버로 절체 진행 및 JNIPMS 서버 MYSQL 중지 요청(신영훈C,IT통합관제팀)
15:59 JNIPMS2 서버로 절체 및 서비스 점검 진행(성문식D, 박세훈S)
16:00이상징후 발생 및 해소 공지 공유(IT통합관제팀)
16:00 이상징후 발생/해소공지 SMS 발송",Infra,서버 S/W,기타
INM24022329085,종료,nMIMO,nMIMO 서버(nMIMO-Web2)에서 CPU 과부하 사용 이벤트 발생,,,,이상징후,2023-02-24 16:19:00,2023-02-24 16:33:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 :
16:17 알람발생
16:19 상황창 개설
16:28 이상징후 발생공지 발송
16:31 nMIMO-Web2서버 재기동
16:35 이상징후 해소공지 발송

O 조치 후 서비스 정상화 등 결과 포함
  - 서비스 정상 특이사항 없음.

O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24022329086,종료,KOS-오더,NW부문 용인HLR측 네트워크 장비에서 KOS연동구간 끊김현상 발생,개선가능,AO부서,,이상징후,2023-02-24 16:18:00,2023-02-24 16:20:00,환경원인,자연해소,데몬 긴급 재기동 후 해소 완료.,AP 운영,운용,환경
INM24022429089,종료,글로벌커넥티드카,글로벌커넥티드카 서버(L3-GTMGW01)에서 ATMS(로그 파일 용량 미증가) 이벤트 발생,,,,이상징후,2024-02-24 00:00:00,2024-02-24 00:00:00,환경원인,외부귀책,O 고객사(A사) 세션 끊겼다가 재접속하였으며 TMGW 정상 상태 확인,AP 운영,운용,환경
INM24022429090,종료,위치관리시스템,"램프에서 소방청CELL, 소방청GPS측위미유입 이벤트 발생",,,,이상징후,2024-02-24 01:23:00,2024-02-24 01:30:00,환경원인,외부귀책,별도 조치 사항 없음,AP 운영,운용,환경
INM24022429091,종료,스마트멀티인증플랫폼,생체인증플랫폼 서버(p-drive-pk1-a02)에서 외부사(행안부) 연동 오류 이벤트 발생(행안부 스토리지 작업 영향),,,,이상징후,2024-02-24 01:12:00,2024-02-24 02:01:00,환경원인,외부귀책,"O [2/24 PASS 모바일 주민증 서비스 일부 실패 발생] 인시던트 조치 내역 :
01:12  생체인증플랫폼 서버(p-drive-pk1-a02)에서 DriveWas 서비스로그 Exception 증가 이벤트 발생(Looks)
01:16  상황창 개설(컨퍼런스콜)
01:19  AP 서비스 점검 진행중(인증플랫폼팀)
01:20  이상징후 발생 공지 발송 완료(TML31966)
01:22  Pass앱 서비스 점검 결과 행안부 면허증 인증 정상이나, 주민등록증 서비스(조회/등록 등) 일부 실패 확인(40%)(인증플랫폼팀)
01:26  WAS에서 쓰레드 사용율이 지속 증가하여 차단 필요(플랫폼인프라팀)
01:30  PASS 앱 모바일주민등록증 메뉴 차단 완료(인증플랫폼팀)
01:32  모바일주민등록증 메뉴 차단후 WAS 쓰레드사용량 정상범위 회복 확인(플랫폼인프라팀, 인증플랫폼팀)
01:35  PASS앱 모바일주민등록증 메뉴 차단 조치후 연동에러 발생없으며, 행안부측 지속 컨텍하여 정상화 확인필요(인증플랫폼팀)
01:38  사용자 서비스 영향도 : PASS앱 모바일 주민등록증 서비스(조회/등록 등) 일부 실패(안내공지 완료)(인증플랫폼팀)
01:42  서비스 TEST 결과 현재 정상으로보여 메뉴차단 해제 후 모니터링 예정(인증플랫폼팀)
01:43  PASS앱 모바일주민등록증 메뉴 차단해제 후 TEST 결과 서비스 정상으로 보임인증플랫폼팀)
01:46  APM 관제시 에러 다시 간헐적 발생(인증플랫폼팀, 플랫폼인프라팀)
01:50  SKT PASS앱 모바일주민등록증 TEST시 동일증상 확인(IT통합관제센터)
01:51  Log 확인시 행안부 연동 실패오류 10%정도 확인(인증플랫폼팀)
01:55  해당원인으로 외부사(정부24)측 스토리지 작업 영향으로 추정되나 연락이 불가하여 지속 확인중(인증플랫폼팀)
02:01  BA 및 운영부서 협의결과 PASS앱 모바일운전면허증 메뉴 차단후 외부사(행안부)측 이슈 확인 후 차단 해제 조치 예정(인증플랫폼팀, 플랫폼인프라팀, 플랫폼컨설팅팀, 인증플랫폼개발팀)
02:02  행안부 담당자 연락이 안되서 일단 메뉴 차단 조치하고 02/24 09시까지 인증플랫폼팀 이준영과장이 확인하기로 하고 해소 공지함(KT PM 인증플랫폼개발팀 이규호부장/ktds 플랫폼컨설팅팀 김현수부장 결정)
02:06  [완료]이상징후 해소 공지 발송 완료",AP 운영,운용,환경
